PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wo, Da; Peng, Jinhui; Ren, Dan-ni; Qiu, Liman; Chen, Jinxiao; Zhu, Ye; Yan, Yingjing; Yan, Hongwei; Wu, Jian; Ma, En; Zhong, Tao P.; Chen, Yihan; Liu, Zhongmin; Liu, Shangfeng; Ao, Luoquan; Liu, Zhenping; Jiang, Cizhong; Peng, Jun; Zou, Yunzeng; Qian, Qirong; Zhu, Weidong					Wu, Jian/0000-0003-4259-8322			Opposing Roles of Wnt Inhibitors IGFBP-4 and Dkk1 in Cardiac Ischemia by Differential Targeting of LRP5/6 and beta-catenin								CIRCULATION				134	24			1991	+		10.1161/CIRCULATIONAHA.116.024441				DEC 13 2016	2016	BACKGROUND: Myocardial infarction is one of the leading causes of morbidity and mortality worldwide, triggering irreversible myocardial cell damage and heart failure. The role of low-density lipoprotein receptor-related proteins 5 and 6 (LRP5/6) as coreceptors of the Wnt/beta-catenin pathway in the adult heart remain unknown. Insulin-like growth factor binding protein 4 and dickkopf-related protein 1 (Dkk1) are 2 secreted LRP5/6 binding proteins that play a crucial role in heart development through preventing Wnt/beta-catenin pathway activation. However, their roles in the adult heart remain unexplored.METHODS: To understand the role of LRP5/6 and beta-catenin in the adult heart, we constructed conditional cardiomyocyte-specific LRP5/6 and beta-catenin knockout mice and induced surgical myocardial infarction. We also directly injected recombinant proteins of insulin-like growth factor binding protein 4 and Dkk1 into the heart immediately following myocardial infarction to further examine the mechanisms through which these proteins regulate LRP5/6 and beta-catenin.RESULTS: Deletion of LRP5/6 promoted cardiac ischemic insults. Conversely, deficiency of beta-catenin, a downstream target of LRP5/6, was beneficial in ischemic injury. It is interesting to note that although both insulin-like growth factor binding protein 4 and Dkk1 are secreted Wnt/beta-catenin pathway inhibitors, insulin-like growth factor binding protein 4 protected the ischemic heart by inhibiting beta-catenin, whereas Dkk1 enhanced the injury response mainly through inducing LRP5/6 endocytosis and degradation.CONCLUSIONS: Our findings reveal previously unidentified dual roles of LRP5/6 involved in the cardiomyocyte response to ischemic injury. These findings suggest new therapeutic strategies in ischemic heart disease by fine-tuning LRP5/6 and beta-catenin signaling within the Wnt/beta-catenin pathway.									25	2	0	0	23	0	26	1	21	0009-7322	1524-4539		WOS:000390558300011	27803037	
J	Jin, Jiali; Liu, Jian; Chen, Cong; Liu, Zhenping; Jiang, Cong; Chu, Hongshang; Pan, Weijuan; Wang, Xinbo; Zhang, Lingqiang; Li, Bin; Jiang, Cizhong; Ge, Xin; Xie, Xin; Wang, Ping								The deubiquitinase USP21 maintains the stemness of mouse embryonic stem cells via stabilization of Nanog								NATURE COMMUNICATIONS				7						13594	10.1038/ncomms13594				NOV 25 2016	2016	Nanog is a master pluripotency factor of embryonic stem cells (ESCs). Stable expression of Nanog is essential to maintain the stemness of ESCs. However, Nanog is a short-lived protein and quickly degraded by the ubiquitin-dependent proteasome system. Here we report that the deubiquitinase USP21 interacts with, deubiquitinates and stabilizes Nanog, and therefore maintains the protein level of Nanog in mouse ESCs (mESCs). Loss of USP21 results in Nanog degradation, mESCs differentiation and reduces somatic cell reprogramming efficiency. USP21 is a transcriptional target of the LIF/STAT3 pathway and is downregulated upon differentiation. Moreover, differentiation cues promote ERK-mediated phosphorylation and dissociation of USP21 from Nanog, thus leading to Nanog degradation. In addition, USP21 is recruited to gene promoters by Nanog to deubiquitinate histone H2A at K119 and thus facilitates Nanog-mediated gene expression. Together, our findings provide a regulatory mechanism by which extrinsic signals regulate mESC fate via deubiquitinating Nanog.									36	0	0	0	32	0	36	1	27	2041-1723			WOS:000388641000001	27886188	
J	Chi, Liankai; Fan, Beibei; Zhang, Kunshan; Du, Yanhua; Liu, Zhongliang; Fang, Yujiang; Chen, Zhenyu; Ren, Xudong; Xu, Xiangjie; Jiang, Cizhong; Li, Siguang; Ma, Lin; Gao, Liang; Liu, Ling; Zhang, Xiaoqing				Zhang, Xiaoqing/O-3424-2017	Zhang, Xiaoqing/0000-0002-7405-1893; liankai, chi/0000-0003-4594-6628			Targeted Differentiation of Regional Ventral Neuroprogenitors and Related Neuronal Subtypes from Human Pluripotent Stem Cells								STEM CELL REPORTS				7	5			941	954		10.1016/j.stemcr.2016.09.003				NOV 8 2016	2016	Embryoid body (EB) formation and adherent culture (AD) paradigms are equivalently thought to be applicable for neural specification of human pluripotent stem cells. Here, we report that sonic hedgehog-induced ventral neuroprogenitors under EB conditions are fated to medial ganglionic eminence (MGE), while the AD cells mostly adopt a floor-plate (FP) fate. The EB-MGE later on differentiates into GABA and cholinergic neurons, while the AD-FP favors dopaminergic neuron specification. Distinct developmental, metabolic, and adhesion traits in AD and EB cells may potentially account for their differential patterning potency. Gene targeting combined with small-molecule screening experiments identified that concomitant inhibition of Wnts, STAT3, and p38 pathways (3i) could largely convert FP to MGE under AD conditions. Thus, differentiation paradigms and signaling regulators can be integrated together to specify distinct neuronal subtypes for studying and treating related neurological diseases, such as epilepsy, Alzheimer's disease, and Parkinson's disease.									7	1	0	0	6	0	7	0	14	2213-6711			WOS:000389509000010	27720902	
J	Lu, Ping; Chen, Xiaolong; Feng, Yun; Zeng, Qiao; Jiang, Cizhong; Zhu, Xianmin; Fan, Guoping; Xue, Zhigang								Integrated transcriptome analysis of human iPS cells derived from a fragile X syndrome patient during neuronal differentiation								SCIENCE CHINA-LIFE SCIENCES				59	11			1093	1105		10.1007/s11427-016-0194-6				NOV 2016	2016	Fragile X syndrome (FXS) patients carry the expansion of over 200 CGG repeats at the promoter of fragile X mental retardation 1 (FMR1), leading to decreased or absent expression of its encoded fragile X mental retardation protein (FMRP). However, the global transcriptional alteration by FMRP deficiency has not been well characterized at single nucleotide resolution, i.e., RNA-seq. Here, we performed in-vitro neuronal differentiation of human induced pluripotent stem (iPS) cells that were derived from fibroblasts of a FXS patient (FXS-iPSC). We then performed RNA-seq and examined the transcriptional misregulation at each intermediate stage during in-vitro differentiation of FXS-iPSC into neurons. After thoroughly analyzing the transcriptomic data and integrating them with those from other platforms, we found up-regulation of many genes encoding TFs for neuronal differentiation (WNT1, BMP4, POU3F4, TFAP2C, and PAX3), down-regulation of potassium channels (KCNA1, KCNC3, KCNG2, KCNIP4, KCNJ3, KCNK9, and KCNT1) and altered temporal regulation of SHANK1 and NNAT in FXS-iPSC derived neurons, indicating impaired neuronal differentiation and function in FXS patients. In conclusion, we demonstrated that the FMRP deficiency in FXS patients has significant impact on the gene expression patterns during development, which will help to discover potential targeting candidates for the cure of FXS symptoms.									17	3	0	0	17	0	17	0	11	1674-7305	1869-1889		WOS:000387336300001	27730449	
J	Ye, Youqiong; Gu, Liang; Chen, Xiaolong; Shi, Jiejun; Zhang, Xiaobai; Jiang, Cizhong				Shi, Jiejun/P-3329-2019	Shi, Jiejun/0000-0001-9777-1183; Ye, Youqiong/0000-0001-8332-4710			Chromatin remodeling during the in vivo glial differentiation in early Drosophila embryos								SCIENTIFIC REPORTS				6						33422	10.1038/srep33422				SEP 16 2016	2016	Chromatin remodeling plays a critical role in gene regulation and impacts many biological processes. However, little is known about the relationship between chromatin remodeling dynamics and in vivo cell lineage commitment. Here, we reveal the patterns of histone modification change and nucleosome positioning dynamics and their epigenetic regulatory roles during the in vivo glial differentiation in early Drosophila embryos. The genome-wide average H3K9ac signals in promoter regions are decreased in the glial cells compared to the neural progenitor cells. However, H3K9ac signals are increased in a group of genes that are up-regulated in glial cells and involved in gliogenesis. There occurs extensive nucleosome remodeling including shift, loss, and gain. Nucleosome depletion regions (NDRs) form in both promoters and enhancers. As a result, the associated genes are up-regulated. Intriguingly, NDRs form in two fashions: nucleosome shift and eviction. Moreover, the mode of NDR formation is independent of the original chromatin state of enhancers in the neural progenitor cells.									4	1	0	0	4	0	4	0	6	2045-2322			WOS:000383644200001	27634414	
J	Shi, Jiejun; He, Jiangtu; Lin, Jing; Sun, Xin; Sun, Fenyong; Ou, Chao; Jiang, Cizhong				Shi, Jiejun/P-3329-2019	Shi, Jiejun/0000-0001-9777-1183			Distinct response of the hepatic transcriptome to Aflatoxin B-1 induced hepatocellular carcinogenesis and resistance in rats								SCIENTIFIC REPORTS				6						31898	10.1038/srep31898				AUG 22 2016	2016	Aflatoxin is a natural potent carcinogen and a major cause of liver cancer. However, the molecular mechanisms of hepatocellular carcinogenesis remain largely unexplored. In this study, we profiled global gene expression in liver tissues of rats that developed hepatocellular carcinoma (HCC) from aflatoxin B-1 (AFB(1)) administration and those that were AFB(1)-resistant, as well as rats without AFB(1) exposure as a control. AFB(1) exposure resulted in extensive perturbation in gene expression with different functions in HCC and AFB(1) resistance (AR) samples. The differentially expressed genes (DEGs) in HCC sample were enriched for cell proliferation, cell adhesion and vasculature development that largely contribute to carcinogenesis. Anti-apoptosis genes were up-regulated in HCC sample whereas apoptosis-induction genes were up-regulated in AR sample. AFB(1) exposure also caused extensive alteration in expression level of lncRNAs. Among all the 4511 annotated lncRNAs, half of them were highly expressed only in HCC sample and up-regulated a group of protein-coding genes with cancer-related functions: apoptosis regulation, DNA repair, and cell cycle. Intriguingly, these genes were down-regulated by lncRNAs highly expressed in AR sample. Collectively, apoptosis is the critical biological process for carcinogenesis in response to AFB(1) exposure through changes in expression level of both protein-coding and lncRNA genes.									11	1	0	0	12	0	14	1	18	2045-2322			WOS:000381706100001	27545718	
J	Li, Dong; Shi, Jiejun; Du, Yanhua; Chen, Kaiming; Liu, Zhenping; Li, Bing; Li, Jie; Tao, Fei; Gu, Hua; Jiang, Cizhong; Fang, Jianmin				Shi, Jiejun/P-3329-2019	Shi, Jiejun/0000-0001-9777-1183			Profiling Analysis of Histone Modifications and Gene Expression in Lewis Lung Carcinoma Murine Cells Resistant to Anti-VEGF Treatment								PLOS ONE				11	6					e0158214	10.1371/journal.pone.0158214				JUN 30 2016	2016	Tumor cells become resistant after long-term use of anti-VEGF (vascular endothelial growth factor) agents. Our previous study shows that treatment with a VEGF inhibitor (VEGF-Trap) facilitates to develop tumor resistance through regulating angiogenesis-related genes. However, the underlying molecular mechanisms remain elusive. Histone modifications as a key epigenetic factor play a critical role in regulation of gene expression. Here, we explore the potential epigenetic gene regulatory functions of key histone modifications during tumor resistance in a mouse Lewis lung carcinoma (LLC) cell line. We generated high resolution genome-wide maps of key histone modifications in sensitive tumor sample (LLC-NR) and resistant tumor sample (LLC-R) after VEGF-Trap treatment. Profiling analysis of histone modifications shows that histone modification levels are effectively predictive for gene expression. Composition of promoters classified by histone modification state is different between LLC-NR and LLC-R cell lines regardless of CpG content. Histone modification state change between LLC-NR and LLC-R cell lines shows different patterns in CpG-rich and CpG-poor promoters. As a consequence, genes with different level of CpG content whose gene expression level are altered are enriched in distinct functions. Notably, histone modification state change in promoters of angiogenesis-related genes consists with their expression alteration. Taken together, our findings suggest that treatment with anti-VEGF therapy results in extensive histone modification state change in promoters with multiple functions, particularly, biological processes related to angiogenesis, likely contributing to tumor resistance development.									3	0	0	0	1	0	3	1	11	1932-6203			WOS:000378865200049	27362259	
J	Gao, Hua; Chakraborty, Goutam; Zhang, Zhanguo; Akalay, Intissar; Gadiya, Mayur; Gao, Yaquan; Sinha, Surajit; Hu, Jian; Jiang, Cizhong; Akram, Muzaffar; Brogi, Edi; Leitinger, Birgit; Giancotti, Filippo G.				SINHA, SURAJIT/AAE-9200-2020				Multi-organ Site Metastatic Reactivation Mediated by Non-canonical Discoidin Domain Receptor 1 Signaling								CELL				166	1			47	62		10.1016/j.cell.2016.06.009				JUN 30 2016	2016	Genetic screening identifies the atypical tetraspanin TM4SF1 as a strong mediator of metastatic reactivation of breast cancer. Intriguingly, TM4SF1 couples the collagen receptor tyrosine kinase DDR1 to the cortical adaptor syntenin 2 and, hence, to PKC alpha. The latter kinase phosphorylates and activates JAK2, leading to the activation of STAT3. This non-canonical mechanism of signaling induces the expression of SOX2 and NANOG; sustains the manifestation of cancer stem cell traits; and drives metastatic reactivation in the lung, bone, and brain. Bioinformatic analyses and pathological studies corroborate the clinical relevance of these findings. We conclude that non-canonical DDR1 signaling enables breast cancer cells to exploit the ubiquitous interstitial matrix component collagen I to undergo metastatic reactivation in multiple target organs.									74	1	0	0	58	0	74	1	35	0092-8674	1097-4172		WOS:000380254400010	27368100	
J	Zhang, Shiping; Guo, Xiaowei; Chen, Changyan; Chen, Yujun; Li, Jikai; Sun, Ying; Wu, Chenxi; Yang, Yang; Jiang, Cizhong; Li, Wenzhe; Xue, Lei								dFoxO promotes Wingless signaling in Drosophila								SCIENTIFIC REPORTS				6						22348	10.1038/srep22348				MAR 3 2016	2016	The Wnt/beta-catenin signaling is an evolutionarily conserved pathway that regulates a wide range of physiological functions, including embryogenesis, organ maintenance, cell proliferation and cell fate decision. Dysregulation of Wnt/beta-catenin signaling has been implicated in various cancers, but its role in cell death has not yet been fully elucidated. Here we show that activation of Wg signaling induces cell death in Drosophila eyes and wings, which depends on dFoxO, a transcription factor known to be involved in cell death. In addition, dFoxO is required for ectopic and endogenous Wg signaling to regulate wing patterning. Moreover, dFoxO is necessary for activated Wg signaling-induced target genes expression. Furthermore, Arm is reciprocally required for dFoxO-induced cell death. Finally, dFoxO physically interacts with Arm both in vitro and in vivo. Thus, we have characterized a previously unknown role of dFoxO in promoting Wg signaling, and that a dFoxO-Arm complex is likely involved in their mutual functions, e.g. cell death.									5	0	0	0	5	0	5	0	15	2045-2322			WOS:000371224900001	26936649	
J	Liu, Ling; Liu, Xu; Ren, Xudong; Tian, Yue; Chen, Zhenyu; Xu, Xiangjie; Du, Yanhua; Jiang, Cizhong; Fang, Yujiang; Liu, Zhongliang; Fan, Beibei; Zhang, Quanbin; Jin, Guohua; Yang, Xiao; Zhang, Xiaoqing				Zhang, Xiaoqing/O-3424-2017	Zhang, Xiaoqing/0000-0002-7405-1893; Yang, Xiao/0000-0002-0298-9831			Smad2 and Smad3 have differential sensitivity in relaying TGF beta signaling and inversely regulate early lineage specification								SCIENTIFIC REPORTS				6						21602	10.1038/srep21602				FEB 24 2016	2016	The transforming growth factor beta (TGF beta) related signaling is one of the most important signaling pathways regulating early developmental events. Smad2 and Smad3 are structurally similar and it is mostly considered that they are equally important in mediating TGF beta signals. Here, we show that Smad3 is an insensitive TGF beta transducer as compared with Smad2. Smad3 preferentially localizes within the nucleus and is thus sequestered from membrane signaling. The ability of Smad3 in oligomerization with Smad4 upon agonist stimulation is also impaired given its unique linker region. Smad2 mediated TGF beta signaling plays a crucial role in epiblast development and patterning of three germ layers. However, signaling unrelated nuclear localized Smad3 is dispensable for TGF beta signaling-mediated epiblast specification, but important for early neural development, an event blocked by TGF beta/Smad2 signaling. Both Smad2 and Smad3 bind to the conserved Smads binding element (SBE), but they show nonoverlapped target gene binding specificity and differential transcriptional activity. We conclude that Smad2 and Smad3 possess differential sensitivities in relaying TGF beta signaling and have distinct roles in regulating early developmental events.									33	1	0	0	30	0	34	1	26	2045-2322			WOS:000370861200001	26905010	
J	Tee, Andrew E.; Liu, Bing; Song, Renhua; Li, Jinyan; Pasquier, Eddy; Cheung, Belamy B.; Jiang, Cizhong; Marshall, Glenn M.; Haber, Michelle; Norris, Murray D.; Fletcher, Jamie I.; Dinger, Marcel E.; Liu, Tao				Liu, Tao/A-3922-2015; Dinger, Marcel/N-1398-2019; Pasquier, Eddy/A-8112-2018; Fletcher, Jamie/V-4667-2019	Dinger, Marcel/0000-0003-4423-934X; Fletcher, Jamie/0000-0003-2949-9469; Liu, Tao/0000-0001-6244-7316; Pasquier, Eddy/0000-0003-2824-5002; Haber, Michelle/0000-0003-2036-8817; Li, Jinyan/0000-0003-1833-7413			The long noncoding RNA MALAT1 promotes tumor-driven angiogenesis by up-regulating pro-angiogenic gene expression								ONCOTARGET				7	8			8663	8675		10.18632/oncotarget.6675				FEB 23 2016	2016	Neuroblastoma is the most common solid tumor during early childhood. One of the key features of neuroblastoma is extensive tumor-driven angiogenesis due to hypoxia. However, the mechanism through which neuroblastoma cells drive angiogenesis is poorly understood. Here we show that the long noncoding RNA MALAT1 was upregulated in human neuroblastoma cell lines under hypoxic conditions. Conditioned media from neuroblastoma cells transfected with small interfering RNAs (siRNA) targeting MALAT1, compared with conditioned media from neuroblastoma cells transfected with control siRNAs, induced significantly less endothelial cell migration, invasion and vasculature formation. Microarray-based differential gene expression analysis showed that one of the genes most significantly down-regulated following MALAT1 suppression in human neuroblastoma cells under hypoxic conditions was fibroblast growth factor 2 (FGF2). RT-PCR and immunoblot analyses confirmed that MALAT1 suppression reduced FGF2 expression, and Enzyme-Linked Immunosorbent Assays revealed that transfection with MALAT1 siRNAs reduced FGF2 protein secretion from neuroblastoma cells. Importantly, addition of recombinant FGF2 protein to the cell culture media reversed the effects of MALAT1 siRNA on vasculature formation. Taken together, our data suggest that up-regulation of MALAT1 expression in human neuroblastoma cells under hypoxic conditions increases FGF2 expression and promotes vasculature formation, and therefore plays an important role in tumor-driven angiogenesis.									62	2	0	0	56	0	64	0	6		1949-2553		WOS:000375618100018	26848616	
J	Chen, Jun; Chen, Xiaolong; Li, Min; Liu, Xiaoyu; Gao, Yawei; Kou, Xiaochen; Zhao, Yanhong; Zheng, Weisheng; Zhang, Xiaobai; Huo, Yi; Chen, Chuan; Wu, You; Wang, Hong; Jiang, Cizhong; Gao, Shaorong					CHen, Jun/0000-0002-4493-9082			Hierarchical Oct4 Binding in Concert with Primed Epigenetic Rearrangements during Somatic Cell Reprogramming								CELL REPORTS				14	6			1540	1554		10.1016/j.celrep.2016.01.013				FEB 16 2016	2016	The core pluripotency factor Oct4 plays key roles in somatic cell reprogramming through transcriptional control. Here, we profile Oct4 occupancy, epigenetic changes, and gene expression in reprogramming. We find that Oct4 binds in a hierarchical manner to target sites with primed epigenetic modifications. Oct4 binding is temporally continuous and seldom switches between bound and unbound. Oct4 occupancy in most of promoters is maintained throughout the entire reprogramming process. In contrast, somatic cell-specific enhancers are silenced in the early and intermediate stages, whereas stem cell-specific enhancers are activated in the late stage in parallel with cell fate transition. Both epigenetic remodeling and Oct4 binding contribute to the hyperdynamic enhancer signature transitions. The hierarchical Oct4 bindings are associated with distinct functional themes at different stages. Collectively, our results provide a comprehensive molecular roadmap of Oct4 binding in concert with epigenetic rearrangements and rich resources for future reprogramming studies.									33	3	0	0	28	0	34	1	15	2211-1247			WOS:000370190400024	26832419	
J	Yang, Yuanyuan; Zhang, Xiaobai; Yi, Li; Hou, Zhenzhen; Chen, Jiayu; Kou, Xiaochen; Zhao, Yanhong; Wang, Hong; Sun, Xiao-Fang; Jiang, Cizhong; Wang, Yixuan; Gao, Shaorong								Naive Induced Pluripotent Stem Cells Generated From beta-Thalassemia Fibroblasts Allow Efficient Gene Correction With CRISPR/Cas9 (vol 5, pg 8, 2016)								STEM CELLS TRANSLATIONAL MEDICINE				5	2			267	267		10.5966/sctm.2015-0157erratum				FEB 2016	2016										11	2	0	0	9	0	13	0	8	2157-6564	2157-6580		WOS:000370914400016	26819338	
J	Li, Hongwen; Chen, Kaiming; Wang, Zhe; Li, Dong; Lin, Jiannan; Yu, Chao; Yu, Fang; Wang, Xin; Huang, Lei; Jiang, Cizhong; Gu, Hua; Fang, Jianmin								Genetic analysis of the clonal stability of Chinese hamster ovary cells for recombinant protein production								MOLECULAR BIOSYSTEMS				12	1			102	109		10.1039/c5mb00627a				2016	2016	Chinese hamster ovary (CHO) cells are frequently used for the production of recombinant proteins for therapeutical applications. However, the recombinant protein expression level of CHO cells may reduce during long-term culture. The physiological changes related to the stability of expression were not well understood. In this study, we performed a series of genetic analysis on stable and unstable clonal derived populations. Transcriptome analysis revealed that a large number of differentially expressed genes (>100) were identified in the unstable population between early and late generations, while only a few differentially expressed genes were found in the stable population, suggesting that the gene expression change is related to the instability of recombinant protein production. On the other hand, no significant differences were found in promoter methylation or gene copy numbers in the unstable population. Taken together, our data help better understand the molecular mechanism underlying the stability of recombinant protein production in CHO cells.									12	2	0	0	13	0	14	0	23	1742-206X	1742-2051		WOS:000367200100011	26563441	
J	Yang, Yuanyuan; Zhang, Xiaobai; Yi, Li; Hou, Zhenzhen; Chen, Jiayu; Kou, Xiaochen; Zhao, Yanhong; Wang, Hong; Sun, Xiao-Fang; Jiang, Cizhong; Wang, Yixuan; Gao, Shaorong								Naive Induced Pluripotent Stem Cells Generated From beta-Thalassemia Fibroblasts Allow Efficient Gene Correction With CRISPR/Cas9								STEM CELLS TRANSLATIONAL MEDICINE				5	1			8	19		10.5966/sctm.2015-0157				JAN 2016	2016	Conventional primed human embryonic stem cells and induced pluripotent stem cells (iPSCs) exhibit molecular and biological characteristics distinct from pluripotent stem cells in the naive state. Although naive pluripotent stem cells show much higher levels of self-renewal ability and multidifferentiation capacity, it is unknown whether na ve iPSCs can be generated directly from patient somatic cells and will be superior to primed iPSCs. In the present study, we used an established 5i/L/FA system to directly reprogram fibroblasts of a patient with beta-thalassemia into transgene-free na ve iPSCs with molecular signatures of ground-state pluripotency. Furthermore, these na ve iPSCs can efficiently produce cross-species chimeras. Importantly, using the clustered regularly interspaced short palindromic repeats (CRISPR)/CRISPR-associated protein 9 nuclease genome editing system, these na ve iPSCs exhibit significantly improved gene-correction efficiencies compared with the corresponding primed iPSCs. Furthermore, human naive iPSCs could be directly generated from noninvasively collected urinary cells, which are easily acquired and thus represent an excellent cell resource for further clinical trials. Therefore, our findings demonstrate the feasibility and superiority of using patient-specific iPSCs in the naive state for disease modeling, gene editing, and future clinical therapy.									35	3	2	0	23	0	39	1	35	2157-6564	2157-6580		WOS:000368752300008	26676643	
J	Huang, Kaimeng; Zhang, Xiaobai; Shi, Jiejun; Yao, Mingze; Lin, Jiannan; Li, Jiao; Liu, He; Li, Huanhuan; Shi, Guang; Wang, Zhibin; Zhang, Biliang; Chen, Jiekai; Pan, Guangjin; Jiang, Cizhong; Pei, Duanqing; Yao, Hongjie				Huang, Kaimeng/K-6572-2014; Li, Jiao/C-1372-2017; Shi, Jiejun/P-3329-2019	Huang, Kaimeng/0000-0002-0552-209X; Li, Jiao/0000-0002-8027-5877; Shi, Jiejun/0000-0001-9777-1183			Dynamically reorganized chromatin is the key for the reprogramming of somatic cells to pluripotent cells								SCIENTIFIC REPORTS				5						17691	10.1038/srep17691				DEC 7 2015	2015	Nucleosome positioning and histone modification play a critical role in gene regulation, but their role during reprogramming has not been fully elucidated. Here, we determined the genome-wide nucleosome coverage and histone methylation occupancy in mouse embryonic fibroblasts (MEFs), induced pluripotent stem cells (iPSCs) and pre-iPSCs. We found that nucleosome occupancy increases in promoter regions and decreases in intergenic regions in pre-iPSCs, then recovers to an intermediate level in iPSCs. We also found that nucleosomes in pre-iPSCs are much more phased than those in MEFs and iPSCs. During reprogramming, nucleosome reorganization and histone methylation around transcription start sites (TSSs) are highly coordinated with distinctively transcriptional activities. Bivalent promoters gradually increase, while repressive promoters gradually decrease. High CpG (HCG) promoters of active genes are characterized by nucleosome depletion at TSSs, while low CpG (LCG) promoters exhibit the opposite characteristics. In addition, we show that vitamin C (VC) promotes reorganizations of canonical, H3K4me3- and H3K27me3-modified nucleosomes on specific genes during transition from pre-iPSCs to iPSCs. These data demonstrate that pre-iPSCs have a more open and phased chromatin architecture than that of MEFs and iPSCs. Finally, this study reveals the dynamics and critical roles of nucleosome positioning and chromatin organization in gene regulation during reprogramming.									11	1	0	0	11	0	12	1	33	2045-2322			WOS:000365853000001	26639176	
J	Fu, Yanbin; Huang, Chenwen; Xu, Xinxiu; Gu, Haifeng; Ye, Youqiong; Jiang, Cizhong; Qiu, Zilong; Xie, Xin					Ye, Youqiong/0000-0001-8332-4710; xu, xinxiu/0000-0003-3867-5030			Direct reprogramming of mouse fibroblasts into cardiomyocytes with chemical cocktails								CELL RESEARCH				25	9			1013	1024		10.1038/cr.2015.99				SEP 2015	2015	The direct conversion, or transdifferentiation, of non-cardiac cells into cardiomyocytes by forced expression of transcription factors and microRNAs provides promising approaches for cardiac regeneration. However, genetic manipulations raise safety concerns and are thus not desirable in most clinical applications. The discovery of full chemically induced pluripotent stem cells suggest the possibility of replacing transcription factors with chemical cocktails. Here, we report the generation of automatically beating cardiomyocyte-like cells from mouse fibroblasts using only chemical cocktails. These chemical-induced cardiomyocyte-like cells (CiCMs) express cardiomyocyte-specific markers, exhibit sarcomeric organization, and possess typical cardiac calcium flux and electrophysiological features. Genetic lineage tracing confirms the fibroblast origin of these CiCMs. Further studies show the generation of CiCMs passes through a cardiac progenitor stage instead of a pluripotent stage. Bypassing the use of viral-derived factors, this proof of concept study lays a foundation for in vivo cardiac transdifferentiation with pharmacological agents and possibly safer treatment of heart failure.									95	18	0	0	81	0	103	1	56	1001-0602	1748-7838		WOS:000360765600006	26292833	
J	Liang, Xingqun; Zhang, Qingquan; Cattaneo, Paola; Zhuang, Shaowei; Gong, Xiaohui; Spann, Nathanael J.; Jiang, Cizhong; Cao, Xinkai; Zhao, Xiaodong; Zhang, Xiaoli; Bu, Lei; Wang, Gang; Chen, H. S. Vincent; Zhuang, Tao; Van, Jie; Geng, Peng; Luo, Lina; Banerjee, Indroneal; Chen, Yihan; Glass, Christopher K.; Zambon, Alexander C.; Chen, Ju; Sun, Yunfu; Evans, Sylvia M.				Chen, Ju/E-5579-2011; Cattaneo, Paola/J-4003-2016	Cattaneo, Paola/0000-0001-9987-5285; Liang, Xingqun/0000-0002-3114-7799			Transcription factor ISL1 is essential for pacemaker development and function								JOURNAL OF CLINICAL INVESTIGATION				125	8			3256	3268		10.1172/JCI68257				AUG 2015	2015	The sinoatrial node (SAN) maintains a rhythmic heartbeat; therefore, a better understanding of factors that drive SAN development and function is crucial to generation of potential therapies, such as biological pacemakers, for sinus arrhythmias. Here, we determined that the LIM homeodomain transcription factor ISL1 plays a key role in survival, proliferation, and function of pacemaker cells throughout development. Analysis of several Isl1 mutant mouse lines, including animals harboring an SAN-specific Isl1 deletion, revealed that ISL1 within SAN is a requirement for early embryonic viability. RNA-sequencing (RNA-seq) analyses of FACS-purified cells from ISL1-deficient SANs revealed that a number of genes critical for SAN function, including those encoding transcription factors and ion channels, were downstream of ISL1. Chromatin immunoprecipitation assays performed with anti-ISL1 antibodies and chromatin extracts from FACS-purified SAN cells demonstrated that ISL1 directly binds genomic regions within several genes required for normal pacemaker function, including subunits of the L-type calcium channel, Ank2, and Tbx3. Other genes implicated in abnormal heart rhythm in humans were also direct ISL1 targets. Together, our results demonstrate that ISL1 regulates approximately one-third of SAN-specific genes, indicate that a combination of ISL1 and other SAN transcription factors could be utilized to generate pacemaker cells, and suggest ISL1 mutations may underlie sick sinus syndrome.									41	2	0	0	36	0	43	0	33	0021-9738	1558-8238		WOS:000359034800032	26193633	
J	Men, Hewei; Zheng, Weisheng; Li, Junjie; Jiang, Cizhong; Cai, Jinzhen; Li, Jiang; Teng, Dahong								The microRNA Signatures in Mouse Liver Ischemia Reperfusion Injury								TRANSPLANTATION				99			P-223	201	201					1	JUL 2015	2015						21st Annual International Congress of the International-Liver-Transplant-Society (ILTS)21st Annual International Congress of the International-Liver-Transplant-Society (ILTS)	JUL 08-11, 2015JUL 08-11, 2015	Int Liver Transplant SocInt Liver Transplant Soc	Chicago, ILChicago, IL	0	0	0	0	0	0	0	0	3	0041-1337	1534-6080		WOS:000368626500388		
